year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1958,1015.42,1015.08,1012.37,1017.61,1017.19,1015.03,1015.85,1014.39,1017.9,1022.11,1021.88,1008.04
1959,1015.47,1032.33,1015.55,1011.63,1016.85,1020.2,1017.84,1019.01,1019.26,1017.82,1013.54,1006.66
1960,1016.8,1010.9,1010.94,1019.42,1017.32,1019.04,1015.23,1013.46,1014.99,1005.78,1009.88,1010.52
1961,1014.97,1022.83,1027.06,1010.44,1016.96,1017.81,1017.12,1019.2,1016.36,1013.42,1012.65,1014.62
1962,1018.6,1023.56,1011.47,1016.15,1016.76,1022.39,1017.12,1017.64,1016.58,1020.83,1013.1,1017.25
1963,1020.3,1010.53,1014.62,1012.82,1017.47,1013.41,1018.5,1012.23,1018,1020.64,1007.2,1018.82
1964,1030.69,1017.78,1012.42,1014.88,1017.62,1016.66,1019.15,1016.36,1019.03,1016.23,1020.84,1015.73
1965,1012.83,1026.23,1016.03,1013.99,1015.93,1016.37,1014.86,1015.99,1011.35,1019.52,1009.05,1008.28
1966,1013.49,1006.67,1022.51,1010.72,1018.27,1016.26,1015.4,1015.61,1018.33,1009.06,1014.89,1013.62
1967,1020.84,1018.04,1020.17,1016.65,1012.27,1021.37,1018.43,1016.57,1014.61,1014.22,1016.42,1019.81
1968,1019.48,1011.93,1017.65,1015.23,1015.84,1017,1018.97,1014.49,1013.82,1018.56,1014.02,1012.17
1969,1013.52,1010.29,1011.63,1016.17,1012.46,1015.61,1021.31,1016.52,1017.24,1022.63,1010.27,1015.64
1970,1008.83,1011.87,1013.97,1015.61,1016.46,1017.05,1016.93,1015.49,1018.52,1021.07,1013.53,1023.32
1971,1010.63,1021.48,1015.39,1011.96,1011.36,1014.03,1018.86,1015.12,1022.23,1025.34,1016.74,1026.95
1972,1013.3,1009.76,1013.15,1013.17,1014.06,1015.66,1018.59,1018.86,1019.96,1018.78,1018.53,1021.79
1973,1023.34,1017.7,1025.46,1016.8,1015.81,1019.48,1014.92,1018.79,1016.62,1019.56,1023.04,1017.32
1974,1018.19,1011.74,1014.66,1014.76,1014.77,1015.51,1018.65,1016.91,1012.99,1014.17,1014.31,1024.11
1975,1018.31,1023.38,1010.02,1016.69,1016.71,1018.72,1017.39,1017.24,1016.2,1022.07,1017.5,1025.77
1976,1021.84,1019.69,1019.18,1018.02,1016.44,1020.31,1016.94,1018.63,1014.42,1007,1017.8,1010.28
1977,1012.61,1008.83,1018.72,1017.03,1014.85,1015.26,1015.64,1014.26,1023.24,1016.68,1013.47,1018.92
1978,1013.31,1007.58,1014.15,1011.35,1015.42,1015.41,1017.27,1019.66,1020.78,1023.67,1027.89,1005.69
1979,1014.15,1011.36,1008.96,1013.39,1016.63,1019.38,1020.93,1015.96,1021.2,1012.35,1017.95,1014.07
1980,1016.86,1020.29,1011.07,1020.69,1013.86,1014.47,1014.78,1017.8,1020.08,1013.53,1018.22,1022.21
1981,1024.55,1021.19,1010.03,1018.28,1011.17,1019.66,1018.5,1020.55,1015.96,1012.42,1026.37,1003.41
1982,1019.33,1019.65,1018.3,1020.31,1018.96,1015.34,1017.83,1016.68,1017.67,1012.65,1015.81,1016.03
1983,1028.64,1018.83,1019.25,1009.6,1010.24,1019.82,1017.41,1018.59,1016.63,1022.98,1018.78,1017.67
1984,1013.18,1021.21,1015.68,1019.21,1009.69,1018.18,1019.52,1018.44,1012.82,1017.81,1008.64,1022.77
1985,1014.18,1021.14,1014.71,1013.79,1012.61,1015.6,1017.67,1016.96,1021.84,1024.25,1015.49,1017.98
1986,1011.58,1013.67,1015.62,1011.25,1018.08,1017.3,1019.22,1015.66,1022.08,1019.46,1021.66,1021.09
1987,1021.99,1016.04,1017.79,1017.24,1017.81,1015.66,1016.45,1016.63,1018.01,1012.06,1017.76,1021.04
1988,1009.96,1016,1014.67,1015.26,1012.36,1016.36,1015.6,1015.51,1019.61,1016.36,1023.17,1026.32
1989,1031.8,1019.56,1015.67,1009.45,1019.78,1017.74,1019.99,1016.12,1019.46,1019.02,1016,1013.58
1990,1021.77,1014.49,1028.83,1015.49,1019.23,1014.84,1019.31,1019.06,1018.5,1011.45,1014.58,1019.01
1991,1023.42,1017.85,1012.76,1016.68,1022.05,1015.17,1016.62,1019.56,1016.2,1016.65,1014.21,1029.9
1992,1030.63,1026.09,1017.35,1013.96,1017.85,1014.88,1016.96,1013.83,1018.05,1010.22,1017.03,1018.61
1993,1024.84,1029.95,1022.07,1011.05,1013.29,1016.57,1017.85,1019.31,1011.52,1013.21,1019.93,1011.38
1994,1015.3,1013.25,1019.88,1013.06,1012.78,1019.67,1016.49,1014.92,1013.74,1015.05,1019.45,1020.76
1995,1017.44,1014.89,1015.76,1018.36,1016.39,1018.08,1015.31,1017.55,1013.08,1020.55,NA,1015.37
1996,1011.07,1014.01,1016.44,1016.91,1013.86,1020.83,1018.46,1015.64,1016.64,1017.94,1012.34,1013.24
1997,1021.4,1021.34,1025.11,1021.05,1014.29,1009.3,1018.19,1015.04,1021.06,1017.49,1006.61,1013.35
1998,1017.58,1026.69,1023.54,1004.05,1015.63,1015.74,1014.87,1018.47,1010.49,1014.54,1019.38,1021.05
1999,1016.31,1019.96,1012.72,1014.18,1015.33,1018.28,1016.77,1013.41,1011.2,1016.06,1022.83,1014.01
2000,1027.12,1023.15,1022.23,1007.18,1015.43,1020.39,1014.24,1017.85,1014.42,1013.55,1004.94,1009.72
2001,1011.48,1020.03,1005.37,1014.57,1017.13,1018.13,1015,1016.24,1015.54,1016.38,1024.47,1024.39
2002,1024.21,1015.78,1018.31,1015.65,1014.21,1016.51,1016.09,1015.6,1019.06,1013.27,1008.91,1014.58
2003,1018.11,1020.38,1022.75,1015.94,1018.17,1016.02,1016.42,1017.22,1020.44,1013.15,1015.44,1019.03
2004,1012.21,1021.87,1021.49,1013.23,1016.22,1019.02,1016.94,1012.74,1020.38,1010.39,1022.82,1020.76
2005,1025.06,1020.85,1017.37,1014.69,1017.42,1018.77,1016.07,1018.53,1018.77,1016.83,1018.43,1019.44
2006,1023.43,1015.86,1011.47,1016.39,1016.18,1020.17,1018.32,1014.02,1014.49,1013.21,1018.7,1024.5
2007,1021.85,1011.27,1017.22,1019.81,1012.19,1012.95,1014.5,1015.78,1021.14,1023.47,1021.79,1023.71
2008,1018.8,1025.38,1009.83,1011.33,1013.17,1017.46,1015.83,1014.19,1017.89,1017.8,1015.18,1019.11
2009,1014.36,1015.91,1017.13,1013.58,1019.12,1016.9,1015.22,1017.44,1021.07,1018.14,1008.63,1008.32
2010,1015.52,1004.74,1017.62,1019.08,1015.96,1016.02,1017.13,1015.95,1016.15,1014.21,1007.64,1014.08
2011,1020.27,1018.44,1021.48,1018.83,1019.02,1016.89,1014.06,1014.74,1017.07,1020.27,1019.14,1017.14
2012,1024.08,1029.92,1027.41,1005.98,1016.1,1014.12,1016.01,1016.35,1016.81,1011.93,1013.07,1013.15
2013,1015.92,1017.03,1007.38,1015.34,1013.18,1018.82,1019.21,1018.39,1016.46,1015.05,1018.19,1020.91
2014,1007.83,1006.19,1017.18,1015.23,1016.5,1018.25,1015.12,1014.31,1018.33,1016.26,1009.33,1022.15
2015,1018.88,1017.77,1021.91,1021.19,1017.22,1019.87,1016.15,1015.08,1017.59,1017.96,1020.74,1026.01
2016,1013.97,1013.23,1015.08,1013.61,1013.95,1015.31,1018.89,1019.67,1018.75,1021.03,1015.48,1030.23
2017,1024.62,1016.7,1017.2,1022.31,1016.61,1014.99,1015.54,1017.39,1016.01,1021.73,1018.52,1017.21
2018,1015.03,1016.99,1003.39,1011.97,1016.26,1018.09,1016.12,1017.86,1021.8,1017.89,1014.71,1021.23
2019,1019.35,1023.1,1020.23,1013.5,1016.93,1015.21,1016.19,1016.61,1019.6,1013.97,1003.74,1013.75
2020,1024.33,1017.79,1017.44,1016.12,1020.36,1013.6,1018.08,1013.75,1016.86,1011.99,1023.04,1006.89
2021,1013.09,1016.99,1023.41,1020.51,1013.41,1017.53,1015.6,1017.6,1018.58,1018.72,1018.21,1015.81
2022,1027.86,1021.4,1021.61,1014.86,1019,1016.16,1020.96,1016.57,1013.98,1017.89,1013.32,1014.61
2023,1018.59,1029.15,1012.01,1016.55,1020.16,1016.22,1014.32,1015.13,NA,NA,NA,NA
