year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1913,1009.9,1022.27,1012.25,1011.42,1013.06,1018.89,1017.9,1018.04,1014.94,1011.72,1013.1,1019.51
1914,1021.7,1008.46,1003.67,1019.38,1019.35,1017.34,1012.05,1017.22,1018.98,1016.57,1012.17,1003.4
1915,1003.67,1003.93,1015.88,1018.5,1017.12,1017.52,1013.06,1016.5,1016.64,1017.38,1014.27,1003.72
1916,1022.66,1008.3,1004.38,1012.79,1013.81,1013.86,1017.83,1014.13,1017.42,1012.18,1008.89,1003.83
1917,1013.01,1021.26,1010.96,1013.56,1015.85,1017.41,1018.56,1007.75,1018.97,1009.09,1020.31,1023.24
1918,1016.29,1023.1,1017.7,1013.5,1017.72,1019.24,1014.21,1016.73,1008.28,1016.42,1018.65,1011.03
1919,1009.25,1009.13,1009.87,1015.08,1018.22,1020.7,1017.13,1016.49,1016.8,1021.43,1008.6,1010.11
1920,1013.21,1023.27,1013.81,1006.57,1017.97,1017.5,1013.73,1019.5,1017.29,1015.33,1019.29,1016
1921,1015.72,1025.79,1018.13,1019.76,1014.79,1021.86,1018.12,1013.59,1020.32,1022.13,1018.83,1018.38
1922,1010.13,1012.84,1011.62,1007.98,1020.07,1016.08,1013.33,1014.49,1015.52,1017.64,1023.08,1011.19
1923,1022.69,1003.05,1017.34,1007.93,1013.59,1021.03,1016.36,1014.38,1015.81,1007.18,1009.02,1015.49
1924,1014.95,1017.59,1012.09,1011.99,1012.18,1016.51,1012.7,1011.23,1010.85,1013.32,1018.36,1015.22
1925,1024.43,1005.05,1021.66,1011.22,1009.39,1020.45,1013.62,1015.37,1015.22,1013.87,1014.16,1008.51
1926,1012.15,1011.21,1018.43,1011.62,1012.33,1013.6,1016.83,1018.67,1019.62,1012.91,1003.44,1026.35
1927,1010,1018.18,1007.42,1014.19,1017.92,1013.29,1012.61,1012.01,1009.46,1017.74,1014.79,1012.63
1928,1013.22,1019.52,1009.53,1009.02,1013.46,1014.08,1019.4,1014.47,1020.54,1011.24,1009.15,1017.61
1929,1025.83,1019.02,1027.72,1015.76,1015.74,1016.7,1017.48,1016.07,1019.93,1010.37,1007.32,1006.57
1930,1008.9,1018.89,1011.31,1009.05,1014.88,1016.21,1011.24,1012.85,1014.05,1011.66,1011.59,1012.5
1931,1012.89,1011.94,1014.19,1011.85,1011.82,1017.06,1010.18,1012.32,1021.65,1021.51,1010.02,1026.21
1932,1023.3,1031.56,1014.96,1008.06,1011.36,1018.31,1012.38,1018.9,1013.09,1006.47,1018.76,1019.17
1933,1020.85,1015.48,1014.2,1020.06,1014.99,1011.65,1017.83,1018.01,1017.48,1012.89,1013.58,1021.73
1934,1020.79,1030.62,1005.97,1007.66,1019.26,1017.68,1016.85,1012.72,1015.79,1015.3,1017.2,1002.96
1935,1024.85,1007.36,1021.51,1010.04,1018.89,1013.34,1019.96,1015.98,1012.2,1010.75,1005.62,1003.66
1936,1000.43,1006.58,1010.48,1014.71,1016.02,1015.78,1010.52,1019.73,1016.43,1019.51,1012.91,1019.68
1937,1009.41,1002.5,1004.5,1010.67,1016.38,1018.05,1016.12,1018.24,1013.78,1015.02,1017.09,1011.63
1938,1012.23,1024.88,1024.98,1026.2,1014.77,1017.37,1014.61,1015.36,1016.39,1012.62,1010.99,1011.32
1939,1003.52,1018.73,1016.42,1013.96,1018.02,1016.73,1011.91,1016.54,1019.87,1011.34,1011.56,1016.7
1940,1019.51,1012.32,1013.43,1013.05,1016.29,1018.42,1013.45,1021.15,1016.31,1011.77,1008.06,1020.89
1941,1010.39,1002.17,1012.55,1014.08,1013.91,1018.52,1014.85,1010.91,1023.8,1021.3,1013.76,1024.34
1942,1016,1019.97,1013.64,1013.76,1013.31,1019.9,1015.79,1014.69,1013.62,1014.31,1024.28,1014.36
1943,1007.33,1022.6,1020.08,1019.65,1017.54,1019.7,1016.14,1013.63,1015.78,1014.86,1015.62,1022.12
1944,1022.2,1019.95,1020.88,1018.17,1020.58,1014.25,1013.28,1016.47,1017.08,1010.47,1009.03,1015.37
1945,1014.06,1020.78,1027.23,1018.49,1011.25,1017.51,1016.02,1012.96,1018.32,1018.17,1018.66,1009.32
1946,1020.36,1016.17,1016.25,1018.99,1013.85,1014.44,1016.57,1011.3,1012.99,1018.7,1008.26,1014.96
1947,1016.28,1007.77,1002.72,1017.55,1015.59,1015.04,1015.15,1019.92,1018.59,1021.99,1013.8,1015.78
1948,998.92,1021.64,1027.8,1012.78,1015.4,1013.74,1016.71,1013.01,1017.05,1017.89,1022.68,1018.05
1949,1022.06,1027.59,1021.83,1017.12,1015.38,1020.32,1019.85,1019.58,1017.18,1015.83,1008.25,1013.17
1950,1021.86,1007.08,1020.04,1008.98,1017.52,1016.54,1014.09,1012.04,1011.23,1017.99,1006.6,1009.28
1951,1007.79,1002.21,1007.04,1014.24,1014.08,1016.32,1018.67,1010.68,1015.29,1019.26,1003.57,1014.69
1952,1011.36,1020.52,1010.66,1016.17,1016.6,1017.35,1019.45,1012.27,1014.26,1011.23,1013.34,1012.16
1953,1021.95,1019.52,1030.31,1012.33,1018.55,1013.54,1012.88,1017.59,1014.6,1018.82,1020.8,1020.88
1954,1020.26,1010.33,1007.7,1024.24,1015.27,1014.23,1012.74,1011.31,1012.81,1014.2,1010.83,1013.54
1955,1009.23,1004.9,1018.14,1022.92,1014.14,1016,1020,1019.35,1017.23,1015.66,1019.83,1009.55
1956,1011.23,1024.59,1015.38,1015.3,1021.64,1018.03,1014.09,1010.14,1014.82,1021.49,1021.24,1017.95
1957,1021.32,1006.09,1012.68,1022.58,1018.11,1017.77,1013.54,1013.34,1014.22,1017.73,1019.3,1014.27
1958,1011.95,1011.67,1012.02,1018.74,1014.29,1013.2,1013.51,1011.34,1015.53,1019.71,1022.07,1004.81
1959,1012.53,1032.62,1013.22,1009.37,1019.07,1019.79,1017.4,1019.01,1021.73,1015.04,1009.3,1000.52
1960,1014.95,1008.74,1011.75,1019.59,1018.39,1018.72,1011.88,1011.79,1014.44,1003.81,1004.2,1007.77
1961,1011.91,1019.39,1026.1,1008.66,1017.45,1017.24,1016.03,1017.09,1014.81,1009.97,1012.95,1012.74
1962,1013.8,1023.95,1012.17,1015.57,1015.3,1022.6,1016.27,1014.86,1014.43,1021.26,1013.05,1016.78
1963,1023.84,1011.47,1011.12,1011.88,1016.69,1012.46,1017.97,1009.3,1017.35,1018.39,1001.84,1019.21
1964,1030.06,1017.75,1013.66,1013.46,1016.13,1015.89,1018.09,1015.87,1017.74,1015.43,1019.34,1013.9
1965,1010.18,1028.59,1014.61,1013.05,1014.59,1015.3,1012.94,1014.54,1009.24,1019.55,1008.09,1003.35
1966,1011.55,1002.6,1021.05,1009.52,1016.99,1014.71,1014.88,1014.32,1017.77,1007.56,1014.41,1009.48
1967,1018.03,1014.68,1016.34,1018.01,1009.13,1021.65,1017.84,1015,1012.4,1008.54,1014.54,1018.59
1968,1017.33,1012.51,1015.56,1014.85,1015.25,1015.52,1019.61,1015.34,1011.29,1015.7,1014.13,1011.1
1969,1009.26,1010.42,1013.39,1015.57,1010.42,1016.19,1021.3,1016.44,1017.9,1021.49,1006.61,1014.7
1970,1006.17,1009.2,1013.03,1013.07,1016.43,1017.52,1014.36,1014.87,1015.58,1019.01,1008.3,1023.45
1971,1005.84,1020.48,1015.25,1014.5,1012.76,1013.57,1019.99,1013.22,1022.82,1023.87,1016.22,1025.56
1972,1011.64,1007.99,1012.02,1012.31,1012.29,1013.59,1018.94,1019.56,1022.36,1019.56,1015.38,1017.17
1973,1022.46,1015.97,1026.41,1017.32,1014.44,1020.79,1015.07,1019.25,1016.42,1020.39,1021.42,1015.07
1974,1012.43,1009.07,1015.11,1018.72,1015.02,1015.79,1016.5,1016.57,1009.07,1014.48,1009.61,1018.8
1975,1012.52,1023.86,1010.94,1016.35,1019.4,1020.65,1016.87,1017.58,1013.94,1021.81,1016.61,1025
1976,1018.81,1018.78,1018.62,1020.85,1014.87,1020.94,1017.65,1021.29,1013.44,1003.71,1015.49,1008.97
1977,1009.57,1004.45,1016.69,1015.54,1017.2,1015.96,1016.67,1014.37,1023.02,1013.97,1010.14,1015.87
1978,1010.65,1006.93,1009.69,1012.48,1016.97,1014.28,1015.69,1018.44,1018.49,1022.61,1024.21,1001.65
1979,1012.14,1011.63,1004.59,1011.65,1013.62,1018.59,1020.07,1013.67,1020.26,1011.37,1014.39,1009.21
1980,1015,1017.51,1009.61,1022.07,1016.38,1011.69,1013.16,1015.99,1017.5,1011.05,1016.73,1018.08
1981,1022.89,1020.36,1005.29,1020.59,1008.71,1018.83,1016.53,1021.14,1012.82,1008.68,1023.24,1002.11
1982,1017.57,1017.5,1015.28,1021.19,1017.81,1013.53,1019.47,1014.09,1015.53,1009.63,1011.04,1011.95
1983,1022.8,1020.16,1016.79,1007.69,1007.11,1020.21,1018.47,1019.91,1012.58,1019.4,1018.11,1013.36
1984,1007.4,1020.45,1015.9,1020.87,1011.7,1017.91,1019.01,1018.21,1010.59,1014.02,1004.62,1018.8
1985,1013.44,1021.95,1012.83,1011.86,1013.43,1013.86,1015.65,1012.97,1020.13,1023.89,1014.14,1012.77
1986,1007.8,1017.66,1012.04,1010.79,1014.91,1017.8,1017.93,1014.31,1023.46,1016.71,1016.49,1015.94
1987,1023.14,1015.57,1015.66,1015.45,1018.63,1013.09,1016.3,1015.76,1016.26,1008.57,1017,1019.29
1988,1003.88,1013.11,1011.41,1016.93,1012.21,1018.23,1011.56,1013.48,1017.33,1014.11,1022.65,1024.2
1989,1028.29,1014.43,1011.7,1009.46,1020.98,1017.89,1020.39,1014.76,1019.5,1016.96,1015.06,1010.38
1990,1014.81,1006.69,1026.54,1016.12,1020.88,1012.93,1019.34,1018.61,1017.92,1008.19,1013.35,1016.91
1991,1020.33,1017.24,1012.1,1016.48,1024.51,1011.93,1015.2,1019.47,1015.7,1015.34,1010.52,1028.4
1992,1030.52,1023.26,1014.86,1012.11,1018.34,1017.44,1016.64,1011.22,1015.36,1010.65,1012.03,1017.26
1993,1019,1030.6,1021.77,1010.04,1013.9,1016.65,1016.11,1019.65,1011.09,1014.2,1019.78,1005.75
1994,1010.15,1012.25,1015.5,1012.58,1013.57,1019,1017.59,1014.74,1012.82,1013.4,1017.27,1015.48
1995,1012.23,1009.27,1012.55,1019.22,1016.66,1019.52,1015.42,1019.96,1011.96,1018.12,1015.94,1016.57
1996,1010.24,1013.34,1018.36,1017.26,1014.55,1021.09,1017.87,1014.83,1018.12,1014.72,1009.99,1014.63
1997,1022.64,1015.14,1024.06,1022.49,1014.56,1009.35,1018.56,1015.47,1021.88,1017.64,1003.32,1011.15
1998,1014.23,1024.36,1021.71,1002.03,1017.31,1013.53,1013.13,1018.57,1009.13,1011.46,1017.26,1017.5
1999,1011.92,1018.48,1010.66,1012.83,1015.13,1016.76,1017.41,1012.57,1008.57,1014.1,1021.77,1008.83
2000,1024.7,1018.34,1021.62,1006.17,1014.82,1018.94,1014.13,1017.01,1011.65,1008.29,998.65,1005.55
2001,1009.05,1017.31,1003.71,1012.59,1018.74,1017.2,1013.69,1014.57,1014.61,1011.73,1024.08,1024.67
2002,1018.99,1010.1,1016.97,1015.61,1011.7,1014.78,1014.56,1015.67,1020.34,1010.61,1004.74,1012.92
2003,1015.64,1019.03,1022.77,1016.65,1015.64,1015.44,1014.98,1018.56,1020.25,1013.77,1011.97,1017.27
2004,1008.45,1021.16,1020.07,1012.38,1016.48,1017.48,1015.78,1010.47,1018.45,1006.59,1022.35,1018.6
2005,1021.73,1021.45,1016.36,1013.41,1016.76,1018.83,1015.27,1018.05,1017.87,1014.55,1015.92,1017.74
2006,1023.2,1015.81,1009.8,1015.12,1013.36,1020.43,1018.57,1012.74,1012.73,1009.63,1014.08,1019.38
2007,1016.69,1007.72,1016.23,1022.44,1010.92,1011.62,1011.19,1015.57,1020.78,1023.68,1020.16,1020.19
2008,1012.34,1022.86,1006.54,1010.33,1014.9,1016.52,1013.51,1010.58,1016.91,1014.59,1013.36,1018.32
2009,1011.05,1014.74,1015.22,1013.24,1018.16,1017.27,1012.27,1015.82,1021.94,1016.42,1001.4,1006.17
2010,1015.29,1003.06,1016.54,1019.53,1017.4,1017.44,1015.48,1014.28,1015.09,1013.17,1005.92,1014.77
2011,1018.7,1014.51,1022.52,1019.55,1018,1015.37,1013.32,1013.15,1013.71,1017.2,1017.03,1011.95
2012,1021.17,1029.9,1027.83,1004.12,1016.54,1011.2,1013.63,1014.36,1015.08,1010.01,1009.57,1008.24
2013,1013.61,1017.95,1008.82,1015.12,1012.28,1018.6,1019.9,1017.63,1015.76,1011.17,1017.57,1015.03
2014,1001.61,998.49,1015.92,1014.65,1015.01,1019.07,1015.37,1011.5,1019.62,1012.46,1006.81,1019.24
2015,1014.29,1016.8,1020.9,1021.72,1014.86,1019.88,1014.38,1014.37,1017.31,1018.01,1015.67,1018.36
2016,1008.37,1010.26,1014.48,1012.62,1014.58,1014.38,1017.08,1018.34,1017.12,1021.66,1014.56,1027.61
2017,1023.36,1013.88,1014.88,1022.54,1016.68,1013.32,1013.97,1016.3,1013.44,1018.37,1016.45,1013.74
2018,1011.02,1017.36,1001.96,1010.54,1017.94,1019.52,1016.52,1016.8,1021.04,1018.14,1012.07,1016.93
2019,1018.35,1020.01,1016.51,1014.15,1017.14,1014.47,1015.99,1014.3,1017.55,1011.2,1001.04,1009.23
2020,1019.71,1010.61,1016.86,1017.31,1021.79,1012.63,1016.62,1012.34,1016.94,1008.11,1019.45,1003.02
2021,1011.27,1015.01,1022.07,1023.1,1010.35,1018.37,1014.54,1017.09,1018.1,1014.89,1017.67,1012.69
2022,1025.81,1015.68,1022.14,1016.03,1018.38,1015.93,1020.9,1017.88,1013.39,1014.58,1007.57,1011.86
2023,1014.97,1028.59,1008.16,1016.42,1022.72,1017.82,1011.12,1013.56,NA,NA,NA,NA
